block,avg_txs,avg_pow_txs,avg_pos_txs,avg_fpos_txs,avg_pow_difficulty,avg_pos_difficulty,avg_fpos_difficulty
52000,1.128,1.109271523178808,1.2608695652173914,1.0851063829787233,65.37019375759932,16.725621029316773,2.585913424765957
53000,1.148,1.1532125205930808,1.2597402597402598,1.0627615062761506,17.24963444624382,18.659041988311685,2.5714702845188264
54000,1.129,1.1189710610932475,1.2240437158469946,1.0717948717948718,30.351855501093272,18.814500948743166,2.878261034102565
55000,1.301,1.2765957446808511,1.5240963855421688,1.201793721973094,23.451781397348583,21.524014228795178,3.9534708658744386
56000,1.349,1.3626198083067094,1.5227272727272727,1.1515151515151516,58.942051483610236,21.54332652238636,3.0986604234848474
57000,1.354,1.3710482529118135,1.6496815286624205,1.1198347107438016,54.863023328019956,25.264369259872602,3.1019640615289275
58000,1.215,1.1937007874015748,1.39010989010989,1.1147540983606556,67.38801180555903,24.459668017417584,2.9717459169398905
59000,1.24,1.2319327731092438,1.3856209150326797,1.1706349206349207,44.203240574033586,22.532899991241827,3.1669177616666673
60000,1.194,1.1590551181102362,1.3389830508474576,1.175531914893617,36.54796191937005,27.365333121807915,3.2851440231914903
61000,1.195,1.1742808798646363,1.3885350318471337,1.123015873015873,50.47008432675121,30.481427283184715,3.954759607976188
62000,1.14,1.1456953642384107,1.2236842105263157,1.0737704918032787,74.48216845021524,31.754406810000003,4.89873423192623
63000,1.16,1.1408668730650156,1.2647058823529411,1.1304347826086956,104.28750118487619,36.174772161235296,4.580465166521742
64000,1.134,1.1366666666666667,1.2371794871794872,1.0614754098360655,98.9039699108,33.08034711307694,3.9186570200409827
65000,1.147,1.1205007824726134,1.2386363636363635,1.1513513513513514,100.36623406909231,34.31943061965907,5.199951555405408
66000,1.124,1.1085526315789473,1.2756410256410255,1.0635593220338984,89.522750553602,33.69942261038461,4.969180486991526
67000,1.183,1.1527777777777777,1.3736263736263736,1.0941176470588236,105.43473212518516,32.64695136126373,5.070099051823527
68000,1.145,1.1440397350993377,1.230263157894737,1.0942622950819672,82.76059867551332,36.047919253026315,5.572149239180326
69000,1.164,1.165891472868217,1.2339181286549707,1.0923913043478262,120.1058294955193,34.58508323467838,5.267819013804345
70000,1.193,1.1722972972972974,1.3866666666666667,1.127906976744186,124.96900256530404,40.03287676846667,5.690960570155038
71000,1.154,1.1487603305785123,1.286624203821656,1.0798319327731092,163.49474682214873,35.38661921528665,6.530697237773108
72000,1.16,1.1458333333333333,1.2681564245810055,1.1065989847715736,145.72268763770853,41.99461332508379,5.315370268984775
73000,1.162,1.1435562805872757,1.2883435582822085,1.1205357142857142,164.0898776195596,42.93686653496932,6.9971080381696416
74000,1.174,1.1701112877583466,1.281437125748503,1.0980392156862746,131.95096357116054,44.0221819024551,5.95974243460784
75000,1.11,1.098639455782313,1.1761658031088082,1.082191780821918,121.47701680872463,43.893183741606215,6.034226351232873
76000,1.146,1.1294117647058823,1.2129032258064516,1.144,151.67344119964702,54.50874345161291,6.677561196879999
77000,1.185,1.2031496062992126,1.2294117647058824,1.087179487179487,187.55648792289784,57.420592895529445,5.828221894871794
78000,1.263,1.2466666666666666,1.3647798742138364,1.2365145228215768,201.95117084661658,46.201402766603756,7.159233250912863
79000,1.22,1.2281879194630871,1.3116883116883118,1.144,230.96112511845647,47.725452160519474,6.641715666680001
80000,1.216,1.1819620253164558,1.3858695652173914,1.1630434782608696,207.35376661384478,58.25394650293477,7.296637394673914
81000,1.243,1.233788395904437,1.4276315789473684,1.1564885496183206,212.9795632170478,51.11562551249999,7.7060245783587815
82000,1.255,1.2549342105263157,1.3255813953488371,1.2,195.4148554829277,59.75571159802327,6.239645877454549
83000,1.188,1.187604690117253,1.3109756097560976,1.104602510460251,168.4070836462145,57.438255802987754,7.111253334895397
84000,1.203,1.1954765751211631,1.2439024390243902,1.1935483870967742,200.98377865714065,69.85249761292681,8.652981379170507
85000,1.218,1.2132471728594507,1.2857142857142858,1.174757281553398,176.4655538739257,60.04107369159999,8.058928150922327
86000,1.173,1.1845140032948929,1.2767295597484276,1.0726495726495726,188.42388927261936,54.44596648610062,8.067140591025643
87000,1.165,1.136602451838879,1.34375,1.1189591078066914,172.16027223714548,57.6134317994375,7.850558273011158
88000,1.148,1.1401273885350318,1.2486187845303867,1.0785340314136125,163.04264476522286,64.29007145607738,9.803809063141365
89000,1.16,1.143835616438356,1.3037974683544304,1.1085271317829457,189.028967381387,58.66418707645568,8.333633995813955
90000,1.169,1.185483870967742,1.223529411764706,1.0761904761904761,189.283731574113,71.76453179388236,8.22613700161905
91000,1.138,1.1391752577319587,1.1635220125786163,1.1196911196911197,184.73274313865954,63.58558817157228,8.493018788262543
92000,1.294,1.2664526484751204,1.516304347826087,1.1709844559585492,217.52284895905316,58.6233201759783,9.184618500829014
93000,1.426,1.320921985815603,1.9081081081081082,1.3067729083665338,218.03261708312058,62.829878542324295,8.50467006573706
94000,1.327,1.2332089552238805,1.7058823529411764,1.2230769230769232,224.3753412613621,45.347669152303915,7.103554503038459
95000,1.239,1.2132616487455197,1.4806629834254144,1.1264367816091954,207.49977117727602,59.94239976276244,8.262723437279698
96000,1.204,1.1469026548672567,1.4666666666666666,1.125,208.8450743515575,55.586588835076924,7.346645200416668
97000,1.17,1.14721723518851,1.3372093023255813,1.1107011070110702,199.50862364436276,70.08437985255814,6.7694993719926195
98000,1.169,1.111531190926276,1.4020100502512562,1.1102941176470589,202.0426216847636,72.71513870572866,8.338340195257347
99000,1.133,1.123076923076923,1.2651933701657458,1.0555555555555556,187.0377507052307,61.66220575458564,7.392682582905983
100000,1.128,1.1355060034305318,1.167741935483871,1.0877862595419847,191.12930000054894,65.78522708677421,7.837550362862599
101000,1.237,1.1728187919463087,1.6333333333333333,1.0892857142857142,198.5330324128691,50.25874655677775,8.057503101428575
102000,1.13,1.108433734939759,1.2781065088757397,1.08,204.77190865815825,58.09900311455621,9.211245456319993
103000,1.1,1.076782449725777,1.255813953488372,1.0498220640569396,156.37588666809884,60.537716383546496,7.614814572740219
104000,1.143,1.1051693404634582,1.3293413173652695,1.1066176470588236,156.6436707911765,67.38184132269464,7.405444684375001
105000,1.204,1.1121856866537718,1.5275229357798166,1.1169811320754717,166.68845826764044,62.22497398201835,10.002353895811318
106000,1.199,1.1518324607329844,1.4745762711864407,1.112,177.04268301834225,64.5603879552542,9.103199439800008
107000,1.318,1.203883495145631,1.6926829268292682,1.2535714285714286,143.3385834140001,66.82193208565853,10.054786406535715
108000,1.319,1.2337917485265226,1.7121212121212122,1.2013651877133107,93.73480319715124,71.88657396954545,11.912187799385675
109000,1.307,1.1795332136445242,1.6546391752577319,1.321285140562249,121.93889094757624,93.08328925422673,10.796441880160645
110000,1.145,1.1072664359861593,1.3016759776536313,1.1193415637860082,145.80088315214545,73.15557093284916,9.776035971111114
111000,1.238,1.2294022617124394,1.384180790960452,1.1372549019607843,142.14293262726977,76.03029835864409,9.880827951274497
112000,1.164,1.1506129597197898,1.3095238095238095,1.0996168582375478,203.15588686963216,61.369447557202406,8.082767568275864
113000,1.236,1.1471103327495622,1.5898876404494382,1.1872509960159363,183.94367845150603,61.374178611853964,9.2827247223506
114000,1.248,1.13671875,1.5905172413793103,1.16015625,178.47068320140636,65.88891410362065,7.574891649140625
115000,1.283,1.2244897959183674,1.5515463917525774,1.205992509363296,153.1021476895547,68.53431200469073,9.694765787078651
116000,1.371,1.2028397565922921,1.9844559585492227,1.2579617834394905,158.0727813635496,73.91639372388605,9.70860946070064
117000,1.317,1.1908127208480566,1.780104712041885,1.2469135802469136,157.77557622551237,68.14815860565446,9.796630209094653
118000,1.294,1.1484230055658626,1.7355769230769231,1.2411067193675889,159.9985202860298,62.28702834932692,8.798538443833992
119000,1.282,1.185512367491166,1.6432748538011697,1.2547528517110267,150.03418341833927,70.70091608152046,8.761286167414443
120000,1.254,1.152212389380531,1.615819209039548,1.2286821705426356,167.3990614647611,65.41533316022601,9.832723031085266
121000,1.229,1.1524500907441015,1.5416666666666667,1.1595330739299612,177.49343561954635,66.2555774541667,10.346776576303503
122000,1.319,1.2145390070921986,1.8134715025906736,1.168724279835391,147.21981007393626,64.49667811248705,9.23850808246914
123000,1.285,1.1692607003891051,1.6497695852534562,1.211895910780669,123.70633774015569,75.26506374428574,10.54267657449815
124000,1.292,1.170556552962298,1.5263157894736843,1.383399209486166,115.43030977543988,71.40441598452628,10.786397400513822
125000,1.332,1.1722846441947565,1.7962085308056872,1.2823529411764707,103.04872755018725,73.09932653758294,8.892018731999997
126000,1.275,1.113978494623656,1.7177033492822966,1.2208588957055215,87.63530171896775,85.62826187775123,10.827969590245399
127000,1.286,1.1327272727272728,1.7538461538461538,1.2588235294117647,107.80289387683634,85.04478209071794,12.126702620313726
128000,1.193,1.0827205882352942,1.5243243243243243,1.188191881918819,97.49957943022044,69.09613970805405,9.677718203874543
129000,1.176,1.1072727272727272,1.4210526315789473,1.1423076923076922,112.2806799361273,76.5038294456842,9.623386610384605
130000,1.26,1.2285714285714286,1.3780487804878048,1.2572614107883817,117.75516240250414,71.79234476945123,10.68436592817427
131000,1.345,1.2533557046979866,1.7459459459459459,1.2557077625570776,93.01748093994962,70.79860226659463,9.636258096438363
132000,1.324,1.1867145421903051,1.7835051546391754,1.2730923694779117,85.02968624816883,71.38678974881442,11.093702026064257
133000,1.294,1.1890459363957597,1.6420454545454546,1.2868217054263567,82.1807026962544,81.27322068852273,9.686620077403102
134000,1.3,1.1893382352941178,1.5904255319148937,1.3208955223880596,66.8727771935111,84.39803238047872,13.310534403097021
135000,1.27,1.1084598698481563,1.624413145539906,1.2668711656441718,74.83421581657272,72.95458371887321,10.430759286349694
136000,1.156,1.0679824561403508,1.3966244725738397,1.1009771986970684,76.96334337842106,89.65205593059069,11.56609925957654
137000,1.217,1.0895140664961638,1.4823008849557522,1.1906005221932114,71.44562544703324,93.05282520092923,11.746430496396881
138000,1.259,1.167857142857143,1.5357142857142858,1.2459016393442623,93.12766264191075,91.26338340714288,12.791205618934418
139000,1.296,1.171003717472119,1.6224489795918366,1.3082706766917294,93.97481650230493,95.60945263561226,12.31871139657895
140000,1.246,1.1333333333333333,1.5321100917431192,1.2229965156794425,90.68086810232325,110.05009669798164,11.608054018188145
141000,1.239,1.1298932384341638,1.5469613259668509,1.2607003891050583,119.43024647854101,80.89114468983432,12.336500160428013
142000,1.33,1.1947826086956521,1.7164948453608246,1.341991341991342,128.9521708711129,99.55389872804123,12.793431194242421
143000,1.261,1.1402214022140222,1.592964824120603,1.2586872586872586,127.78657412575646,89.90233985653265,14.766818232046315
144000,1.257,1.1578947368421053,1.6378378378378378,1.196969696969697,130.38391971745912,86.85972317929732,14.257993840871208
145000,1.202,1.1175298804780875,1.368,1.2056451612903225,115.13081448324687,83.27998791380003,13.390765543709673
146000,1.281,1.150375939849624,1.6596858638743455,1.2707581227436824,143.64544576432317,114.77113410429324,14.25601222779783
147000,1.191,1.1377633711507293,1.3681318681318682,1.1940298507462686,131.3122597748622,114.68859499401096,14.655252091691544
148000,1.278,1.203971119133574,1.6046511627906976,1.2226277372262773,115.78573670653428,119.06516074197678,14.785669418649636
149000,1.276,1.1472602739726028,1.7225130890052356,1.231111111111111,120.90444876219179,132.4475676489005,17.360819243155543
150000,1.275,1.172945205479452,1.5494505494505495,1.3162393162393162,142.82165018780807,117.4538331995055,15.111437130512824
151000,1.329,1.2144112478031635,1.7572254335260116,1.2945736434108528,156.3244476806504,114.54389784213866,14.670626367480613
152000,1.322,1.1791590493601463,1.7236180904522613,1.31496062992126,162.2736344074405,97.05866461567841,15.561707955984243
153000,1.324,1.2544,1.5481927710843373,1.354066985645933,160.83599188729593,114.03070051704817,15.750428783827745
154000,1.341,1.2165820642978002,1.744186046511628,1.358649789029536,147.94862647847702,122.74303167273256,15.818420336455706
155000,1.27,1.1903973509933774,1.5847953216374269,1.2444444444444445,187.71199558850998,93.30534376274855,13.691974824977788
156000,1.257,1.1518987341772151,1.620879120879121,1.2264150943396226,155.85338275253184,116.28090943032963,17.763441945962278
157000,1.242,1.1317157712305026,1.6540880503144655,1.2348484848484849,171.1201505742635,111.11798887031448,16.508823322878794
158000,1.281,1.189710610932476,1.5780346820809248,1.3073170731707318,165.36580046012872,115.83477628780352,15.414650337804876
159000,1.231,1.1350877192982456,1.517766497461929,1.2231759656652361,149.748137744298,102.13681087868021,19.192115347682407
160000,1.24,1.132969034608379,1.5132275132275133,1.2671755725190839,163.93629178018216,116.1724433973016,15.145804276984727
161000,1.181,1.1190082644628099,1.381720430107527,1.1818181818181819,173.56113991963605,111.53927915376349,17.174485304593308
162000,1.207,1.1369863013698631,1.4523809523809523,1.2056451612903225,188.71787811046235,124.16059762958334,17.14425632048386
163000,1.378,1.2444444444444445,1.8793103448275863,1.3402489626556016,187.06388130880327,122.11536019166664,18.918992749336095
164000,1.237,1.1620745542949757,1.5333333333333334,1.2019704433497538,194.56966620855766,123.35482192761116,20.041772640098536
165000,1.249,1.1631944444444444,1.5307262569832403,1.2448979591836735,175.71930207230906,135.5875845323464,17.16836506016327
166000,1.259,1.183574879227053,1.5372340425531914,1.2303664921465969,172.84743961768106,107.42486097957445,15.984030636649221
167000,1.256,1.1802426343154246,1.4529411764705882,1.2964426877470356,130.6006691321316,127.9501859177647,17.02050671035573
168000,1.232,1.160344827586207,1.473053892215569,1.2371541501976284,150.35257120955194,124.8362076747305,15.764536588774696
169000,1.223,1.1847457627118645,1.4,1.1959183673469387,155.6400206075424,115.01161065763641,19.368515034204083
170000,1.262,1.1832191780821917,1.5372340425531914,1.236842105263158,165.03159601184927,112.05564440824463,18.28457810026315
171000,1.195,1.131175468483816,1.3770491803278688,1.2130434782608697,161.11755837085167,113.05149102054654,15.270726098695654
172000,1.202,1.1243432574430823,1.4761904761904763,1.1954022988505748,156.06775752735558,127.88500885779764,16.23721259858238
173000,1.214,1.1428571428571428,1.4456521739130435,1.2085106382978723,154.45561488640288,123.89944644152172,16.84106316059574
174000,1.202,1.135678391959799,1.4189944134078212,1.2053571428571428,158.0402319332328,108.45412612094977,16.611120747455352
175000,1.24,1.1298932384341638,1.488888888888889,1.306201550387597,165.32676001953732,124.2861254083334,20.47765837441862
176000,1.189,1.1370826010544814,1.377245508982036,1.1818181818181819,139.06695545100183,149.47238608556887,16.83948762037879
177000,1.225,1.1693290734824282,1.4350282485875707,1.2131979695431472,151.88193961873804,125.7375197467232,15.92837571614214
178000,1.203,1.1314878892733564,1.398876404494382,1.2295081967213115,180.9021102878199,116.48044446713475,17.31818647668033
179000,1.229,1.1592465753424657,1.4829545454545454,1.2125,173.72113482609603,135.84677795818183,19.01344701495833
180000,1.204,1.161137440758294,1.3407821229050279,1.2180851063829787,183.0097560662085,111.10949709374303,18.892209810957446
181000,1.21,1.1572649572649574,1.3571428571428572,1.2413793103448276,172.0845910061025,144.11228705694796,16.767006289999998
182000,1.369,1.2939189189189189,1.7151898734177216,1.328,246.28115617763515,119.23824008044305,18.0803013232
183000,1.28,1.2552166934189406,1.4301075268817205,1.2146596858638743,280.32865767391655,141.68090765096764,16.680362546858646
184000,1.286,1.180887372013652,1.5976331360946745,1.3224489795918368,287.3224183470139,128.92311367668643,18.945087964367335
185000,1.401,1.2427843803056027,1.9289617486338797,1.3859649122807018,352.6111181537182,125.42101938142082,17.825675497763175
186000,1.37,1.226890756302521,1.7803468208092486,1.4310344827586208,335.4079567509411,132.02860587439315,17.370975760431023
187000,1.405,1.2744755244755244,1.8493975903614457,1.4083969465648856,346.87576531690524,135.16572854415662,17.533526765687032
188000,1.548,1.3576158940397351,2.279187817258883,1.4020100502512562,471.8481899717878,120.6703332247208,15.792482016783913
189000,1.37,1.27008547008547,1.7349397590361446,1.3614457831325302,511.15154802755586,125.10325084759033,20.189006110522083
190000,1.264,1.2291666666666667,1.4431818181818181,1.215,540.8443534113615,132.5262715905681,17.332289764849996
191000,1.235,1.1855670103092784,1.4397590361445782,1.2142857142857142,492.08124273592773,138.6903769109036,19.964927246071436
192000,1.271,1.1816608996539792,1.6774193548387097,1.2284644194756553,480.74667044984443,145.85080356290314,19.654410023445678
193000,1.291,1.2495840266222962,1.4825581395348837,1.2555066079295154,470.04654115379344,146.9329648907558,20.806462408722492
194000,1.308,1.2404643449419568,1.6287425149700598,1.2521739130434784,432.0630100618084,144.25286233131737,17.544691340652175
195000,1.341,1.2504038772213246,1.5956284153005464,1.3888888888888888,433.69123675491153,119.77001647234975,19.67881946141415
196000,1.354,1.2596314907872697,1.8773006134969326,1.2333333333333334,448.506099808509,149.93607008822093,20.787535263833337
197000,1.345,1.297427652733119,1.542857142857143,1.3201970443349753,484.645874280273,129.6391316368571,18.493705231133
198000,1.357,1.3078231292517006,1.6219512195121952,1.2983870967741935,462.7290452710715,128.92849256512187,19.271849936491925
199000,1.302,1.2412140575079873,1.5384615384615385,1.2760416666666667,420.36799692731637,144.09057015532957,18.374528794947917
200000,1.193,1.1652323580034423,1.3694267515923566,1.1488549618320612,406.2356372363683,142.72588085681528,20.38689433137404
201000,1.242,1.1952054794520548,1.4605263157894737,1.2196969696969697,416.60569672109585,137.52010807032894,18.38796005481061
202000,1.162,1.1405750798722045,1.1955307262569832,1.2,293.8368588733704,139.3612408393296,20.877423217692307
203000,1.198,1.150337837837838,1.390728476821192,1.1945525291828794,373.6415691553039,154.21778646450332,21.0061749548249
204000,1.257,1.2006319115323856,1.4615384615384615,1.2486486486486486,418.97673963900513,139.59851750549456,19.613071617621625
205000,1.208,1.1993569131832797,1.2848101265822784,1.1772727272727272,380.4526042814628,156.41790901740507,22.40834937486363
206000,1.227,1.154351395730706,1.5086705202312138,1.2064220183486238,502.7994249789005,147.84444061832366,20.42438525266055
207000,1.218,1.1866666666666668,1.3426966292134832,1.2027027027027026,499.6563392070333,142.14360600758437,16.929871808063066
208000,1.246,1.170854271356784,1.5235294117647058,1.2360515021459229,502.7118117349075,140.88340205711768,17.922109436652363
209000,1.214,1.1533101045296168,1.4267515923566878,1.2193308550185873,552.2714237395822,152.65642479350328,22.407893149330842
210000,1.31,1.2422258592471358,1.5297619047619047,1.330316742081448,534.8830411258106,156.6312919761309,21.390979377647035
211000,1.273,1.242174629324547,1.382716049382716,1.277056277056277,554.70059049112,173.09647999166674,22.561156228008638
212000,1.244,1.1779527559055119,1.3804347826086956,1.3370165745856353,541.9928967997168,158.32140757309776,23.819108947790042
213000,1.294,1.266778523489933,1.3986928104575163,1.294820717131474,593.1631839367616,152.6155649696732,23.022671315617547
214000,1.323,1.2785602503912363,1.5245901639344261,1.2752808988764044,637.754768886901,163.35833838524584,24.429926196011237
215000,1.312,1.271186440677966,1.521472392638037,1.271255060728745,673.1721903344918,157.581257002822,23.609634011093128
216000,1.327,1.2805872756933117,1.470899470899471,1.3333333333333333,615.2558658075042,177.2454509792064,23.611385376919202
217000,1.249,1.2203389830508475,1.3856209150326797,1.2334630350194553,599.106426126915,165.88004292300647,22.828786154824897
218000,1.262,1.1962457337883958,1.528301886792453,1.2470588235294118,631.3549579151871,165.8164288187421,24.63130299278432
219000,1.316,1.2491525423728813,1.560693641618497,1.3037974683544304,628.736290743594,144.33602479104042,22.475412258438816
220000,1.33,1.2649434571890146,1.5433526011560694,1.3461538461538463,637.725677881599,155.24441242705203,22.794126469374987
221000,1.262,1.229641693811075,1.379746835443038,1.2675438596491229,626.2199752590226,167.5924492601899,23.28902853307017
222000,1.238,1.1806451612903226,1.4342857142857144,1.2439024390243902,608.996089396049,164.03652330417154,24.37069983760978
223000,1.251,1.2213247172859452,1.302325581395349,1.2966507177033493,604.2690755123265,151.23150130773251,19.7093313514354
224000,1.289,1.241554054054054,1.5095541401273886,1.2629482071713147,613.2563452532096,175.90554922452225,21.23077811988048
225000,1.304,1.2144,1.6167664670658684,1.3221153846153846,630.29333507304,155.50226966131743,21.157856464807693
226000,1.31,1.2852348993288591,1.4024390243902438,1.3083333333333333,570.6600714872822,144.30431482060973,24.81326131145834
227000,1.257,1.2290598290598291,1.3856209150326797,1.2442748091603053,571.5658873788208,173.55474572058833,22.26915450309159
228000,1.406,1.393312101910828,1.5423728813559323,1.323076923076923,580.796626125669,165.01960067932205,19.131528512153842
229000,1.352,1.3073005093378607,1.5389221556886228,1.3319672131147542,576.6189519300677,149.50031050910184,23.855046115041002
230000,1.308,1.2620481927710843,1.5248618784530388,1.2516129032258065,485.79041820496997,177.3636774334806,23.905485793806452
231000,1.281,1.2404643449419568,1.3733333333333333,1.3238866396761133,581.7049191070641,172.4161076914667,22.810185487246965
232000,1.272,1.2508196721311475,1.3636363636363635,1.2622222222222221,614.0466717461312,161.6394499543635,21.94230165444445
233000,1.237,1.2277867528271404,1.2849162011173185,1.2227722772277227,560.7225839651859,173.0898502360337,20.925159758811876
234000,1.263,1.2283849918433931,1.4375,1.2334801762114538,441.70768869225117,202.86118052837494,25.008653331806176
235000,1.243,1.2093023255813953,1.4064516129032258,1.2222222222222223,479.0982460385882,181.2108264545162,27.511655408765407
236000,1.242,1.2192429022082019,1.3224043715846994,1.2404371584699454,466.07839996140353,167.19118147978142,23.97121995338797
237000,1.285,1.275244299674267,1.4324324324324325,1.218487394957983,475.19058810149846,201.86669928148638,28.05062743487395
238000,1.293,1.2580645161290323,1.4186046511627908,1.2994350282485876,544.7167588317362,168.8701023376743,25.371546850338998
239000,1.292,1.2717041800643087,1.423529411764706,1.2451923076923077,636.8563372241802,178.43674987358827,27.373075344230763
240000,1.26,1.235483870967742,1.414012738853503,1.2197309417040358,551.1897044829838,167.58651098203822,23.469180032062777
241000,1.28,1.306477093206951,1.276470588235294,1.1979695431472082,516.0494523236341,167.19172996058842,27.39111955086296
242000,1.228,1.22,1.3172413793103448,1.196078431372549,522.786198531683,172.98669935041372,24.64314317368627
243000,1.249,1.1958266452648476,1.4177215189873418,1.278538812785388,495.9254850871908,187.885711148924,26.069712290593635
244000,1.218,1.2242225859247136,1.2516129032258065,1.1794871794871795,526.4801318207858,182.2490106088387,21.687409390982907
