time,avg_txs,side_stake_txs_ratio,avg_pow_txs,avg_pos_txs,avg_fpos_txs,avg_pow_difficulty,avg_pos_difficulty,avg_fpos_difficulty
2017-03-09 00:00:21,1.007256894049347,0,1.007256894049347,0,0,0.03431510050798258,0,0
2017-03-10 01:44:18,1.0065217391304349,0.0,1.0,2.0,0,0.032978487943107246,2.4e-07,0
2017-03-11 00:00:38,1.0054151624548737,0.0,1.0,1.024,0,0.02980514181818184,0.00020225008,0
2017-03-12 00:01:09,1.0,0.0,1.0,1.0,1.0,0.03410114604225352,0.00045276541353383477,5.360465116279069e-07
2017-03-13 00:00:01,1.0,0.0,1.0,1.0,1.0,0.04358813340329844,5.5221011904761884e-05,3.3305555555555553e-07
2017-03-14 00:01:28,1.0017809439002672,0.0,1.0029498525073746,1.0,1.0,0.043088357595870166,0.0017465411504424774,0.0003353451141552512
2017-03-15 00:00:22,1.0035242290748898,0.0,1.0042134831460674,1.0050761421319796,1.0,0.02508182919943818,0.007483582538071063,0.0011937493362831858
2017-03-16 00:00:05,1.0,0.0,1.0,1.0,1.0,0.051851017934472964,0.010898747343750001,0.0019512994835680743
2017-03-17 00:00:22,1.0,0.0,1.0,1.0,1.0,0.06492798078796558,0.012910099325842694,0.0016966574208144786
2017-03-18 00:01:43,1.0091491308325709,0.0,1.0100574712643677,1.018181818181818,1.0,0.06540154179597699,0.01244443715151516,0.001958646120689655
2017-03-19 00:02:57,1.0018034265103697,0.0,1.002865329512894,1.0,1.0,0.06353401451289395,0.013501820466321243,0.0019213590825688067
2017-03-20 00:00:18,1.0,0.0,1.0,1.0,1.0,0.06775756735419625,0.013855865112359545,0.0019632935744680847
2017-03-21 00:01:32,1.0,0.0,1.0,1.0,1.0,0.061274296459537594,0.013776318031914887,0.002104753287037038
2017-03-22 00:02:15,1.0026881720430108,0.0,1.004267425320057,1.0,1.0,0.05717753978662874,0.01421959011299436,0.0019155608898305098
2017-03-23 00:00:58,1.0,0.0,1.0,1.0,1.0,0.06199572096960928,0.012619443891891903,0.0021359529577464785
2017-03-24 00:00:16,1.0018315018315018,0.0,1.0,1.005464480874317,1.0046948356807512,0.04989586284482761,0.01331920393442623,0.002157375915492957
2017-03-25 00:01:24,1.0026978417266188,0.0,1.001416430594901,1.011111111111111,1.0,0.08555731980169974,0.011325892166666665,0.0019761782300884954
2017-03-26 00:02:10,1.0211453744493393,0.0,1.0157142857142858,1.0454545454545454,1.0168776371308017,0.06829346102857144,0.048425642020202025,0.007585735527426159
2017-03-27 00:00:50,1.015817223198594,0.0,1.011111111111111,1.0161290322580645,1.0301724137931034,0.28197128970833363,0.15461671473118277,0.020980047327586213
2017-03-28 00:00:23,1.0157068062827226,0.0,1.0158730158730158,1.0193236714975846,1.0121951219512195,0.2496450683261181,0.32387962357487926,0.04713053443089433
2017-03-29 00:01:11,1.0190146931719966,0.0,1.0183098591549296,1.0372340425531914,1.0077220077220077,0.26232316649295767,0.5379800632446811,0.07376371332046332
2017-03-30 00:00:38,1.0070237050043898,0.0,1.005722460658083,1.015075376884422,1.004149377593361,0.313557763490701,0.6922903448743727,0.12455035323651456
2017-03-31 00:00:55,1.0078397212543555,0.0,1.010028653295129,1.0100502512562815,1.0,0.3896188410888246,1.1368011728643213,0.15905338250996018
2017-04-01 00:01:39,1.0897544453852668,0.0,1.0852503382949932,1.1587301587301588,1.051383399209486,13.446407802476335,1.5597334279894173,0.2495614751383399
2017-04-02 00:00:54,1.17513611615245,0.0,1.1589895988112928,1.304812834224599,1.1198347107438016,28.171759369361038,1.9829449805882347,0.28459466334710737
2017-04-03 00:00:59,1.1844106463878328,0.0,1.1924198250728864,1.2552083333333333,1.0747126436781609,35.1093120499125,1.8591480411979173,0.327605322183908
2017-04-04 00:00:40,1.116923076923077,0.0,1.0952380952380953,1.2461538461538462,1.0627450980392157,23.074774283599982,2.6819162797435894,0.4311755177647059
2017-04-05 00:07:47,1.0813397129186604,0.0,1.0584307178631052,1.1711229946524064,1.0694980694980696,19.45034118627713,3.031942305187166,0.441061485791506
2017-04-06 00:00:57,1.106145251396648,0.0,1.1090047393364928,1.164021164021164,1.0555555555555556,18.895899212701405,3.3650476185185165,0.5999843002380956
2017-04-07 00:00:08,1.1272727272727272,0.0,1.0656660412757974,1.3152709359605912,1.1062992125984252,18.626148603958722,3.7151802802463068,0.5501908476771651
2017-04-08 00:10:26,1.0915948275862069,0.0,1.0467091295116773,1.2864583333333333,1.030188679245283,18.57887330783439,4.807407726822913,0.65867554
2017-04-09 00:00:26,1.0718870346598204,0.0,1.0254777070063694,1.1897435897435897,1.0407407407407407,9.870799070477707,4.783080368820512,0.5848641888518519
2017-04-10 00:09:04,1.0556660039761432,0.0,0,1.103448275862069,1.0233333333333334,0,5.521886037487682,0.6720264713333325
2017-04-11 00:05:56,1.0485584218512898,0.0,1.0238095238095237,1.1155778894472361,1.0171232876712328,10.59447459232143,5.927317457939698,0.7577418073287671
2017-04-12 00:01:18,1.060935799782372,0.0,1.052060737527115,1.1391752577319587,1.018939393939394,16.921764528221264,6.957663434278351,0.9194937238636367
2017-04-13 00:00:53,1.1213270142180094,0.0,1.098360655737705,1.2391304347826086,1.0919540229885059,39.62323312213122,7.88938225603261,1.0074276839463603
2017-04-14 00:06:10,1.0353159851301115,0.0,1.088235294117647,1.0372340425531914,1.0120967741935485,5.977911129705883,7.848496653563826,1.249878408225806
2017-04-15 00:00:01,1.0851674641148326,0.0,1.0688524590163935,1.1780104712041886,1.0532786885245902,21.559751627754103,8.272570340366489,1.2584855311475416
2017-04-16 00:00:02,1.0576744186046512,0.0,1.0507131537242471,1.1329787234042554,1.01953125,31.433139329191775,8.209448825531913,1.2067312465625002
2017-04-17 00:00:41,1.192685102586976,0.0,1.1784172661870504,1.318918918918919,1.1369294605809128,91.45243369207192,9.82175365621622,1.2300651402489624
2017-04-18 00:00:55,1.2075812274368232,0.0,1.1885125184094256,1.3926701570680629,1.1134453781512605,186.53514521886598,9.012867201151826,1.5869165861344539
2017-04-19 00:00:59,1.1051188299817185,0.0,1.0778625954198473,1.2146596858638743,1.092741935483871,55.888411838167926,11.420656119057591,1.579912419435484
2017-04-20 00:00:39,1.118881118881119,0.0,1.1179856115107913,1.1793478260869565,1.079245283018868,86.10559780141004,10.47346756826087,1.3492007627547165
2017-04-21 00:02:55,1.135135135135135,0.0,1.097966728280961,1.2918918918918918,1.1025641025641026,96.80759899199634,8.02755763518919,1.0989403015018324
2017-04-22 00:03:55,1.147986942328618,0.0,1.0910973084886129,1.446236559139785,1.036,73.84775679192555,11.24047619446237,1.4955579288800007
2017-04-23 00:01:10,1.213903743315508,0.0,1.183431952662722,1.4766839378238341,1.0948616600790513,102.94217017031063,7.470599588290152,1.2319666237944658
2017-04-24 00:03:08,1.2807794508414525,0.0,1.2831858407079646,1.4438502673796791,1.1590909090909092,102.00725211386431,12.65270909844919,1.5316131788636367
2017-04-25 00:01:10,1.190562613430127,0.0,1.191111111111111,1.2688172043010753,1.1286307053941909,88.64411448034075,9.81326365698925,1.8774071095435707
2017-04-26 00:00:56,1.2251037344398341,0.0,1.2030360531309299,1.4,1.1322314049586777,26.143313388083513,13.107503375025635,2.1457653535950416
2017-04-27 00:02:43,1.2358402971216342,0.0,1.2593167701863355,1.3138297872340425,1.1142857142857143,11.056216459285727,16.824103034468077,1.857596111183673
2017-04-28 00:00:26,1.1466101694915254,0.0,1.1420911528150135,1.2303664921465969,1.0946502057613168,38.31932791383374,14.847862887382204,2.412404266502057
2017-04-29 00:00:05,1.1570776255707762,0.0,1.151197604790419,1.2834224598930482,1.075,38.34701964547895,16.995216349893052,2.4565562341250016
2017-04-30 00:06:40,1.1324324324324324,0.0,1.120991253644315,1.2459893048128343,1.0759493670886076,30.74496367451895,18.92745957112299,2.7975142575949374
2017-05-01 00:01:31,1.2242582897033158,0.0,1.2234794908062234,1.3958333333333333,1.0931174089068827,20.046536391966047,21.639800378385416,3.502208062955464
2017-05-02 00:03:18,1.342057761732852,0.0,1.3436123348017621,1.4867724867724867,1.2226890756302522,56.59736523900147,21.457537962592582,3.388740745084034
2017-05-03 00:01:47,1.360344827586207,0.19187358916478556,1.3626220362622037,1.6719576719576719,1.1220472440944882,55.67036660421195,25.481284421904743,3.0833393478346474
2017-05-04 00:05:36,1.2143497757847534,0.13023255813953488,1.1912408759124087,1.423913043478261,1.1219512195121952,63.29046477078824,24.849407377228264,2.918073335203253
2017-05-05 00:00:24,1.2262118491921006,0.21788990825688073,1.21976401179941,1.3206521739130435,1.1746031746031746,41.74371778289087,22.243009325380434,3.3418344122619073
2017-05-06 00:02:55,1.225636523266023,0.2292134831460674,1.181556195965418,1.455497382198953,1.1732283464566928,34.883528828530295,28.831789411465977,3.4487515601181102
2017-05-07 00:00:21,1.143979057591623,0.21315192743764172,1.1574468085106382,1.2052631578947368,1.0597609561752988,63.211579884014164,30.348604329263168,4.564454545179285
2017-05-08 00:00:06,1.1511627906976745,0.24047619047619048,1.1189111747851004,1.298342541436464,1.1338912133891212,106.63075722068776,36.09509377828727,4.741447165606695
2017-05-09 00:00:56,1.14070796460177,0.2672811059907834,1.146551724137931,1.2240437158469946,1.0637450199203187,93.30780693293106,33.69875510213116,4.101307149800797
2017-05-10 00:00:14,1.1395139513951396,0.2685851318944844,1.1210374639769451,1.2191011235955056,1.1338912133891212,101.70694897737748,34.58950198578651,4.887264031548116
2017-05-11 00:02:47,1.1213202497769847,0.2744630071599045,1.1025641025641026,1.2677595628415301,1.0635593220338984,94.07392441611113,32.97952704950819,4.969180486991526
2017-05-12 00:00:01,1.1788617886178863,0.26730310262529833,1.1569767441860466,1.3575129533678756,1.092920353982301,97.52254225165684,32.88535700720209,5.181010548982297
2017-05-13 00:00:38,1.1585365853658536,0.27586206896551724,1.150070126227209,1.2688172043010753,1.1004016064257027,90.4745442824264,36.72461525387097,5.303533288955827
2017-05-14 00:05:31,1.172992056487202,0.24263038548752835,1.1719653179190752,1.2513368983957218,1.1181102362204725,136.75996771859812,34.97884731582888,5.449219598897632
2017-05-15 00:00:16,1.181500872600349,0.26218097447795824,1.1692307692307693,1.3407821229050279,1.1031746031746033,135.5968471270769,39.92234323139665,6.078481637380957
2017-05-16 00:01:13,1.13903743315508,0.19036697247706422,1.1239067055393586,1.2698412698412698,1.0809716599190284,153.38602967138493,38.287555997354495,6.041495676558706
2017-05-17 00:00:09,1.1798753339269814,0.22535211267605634,1.1592539454806312,1.312169312169312,1.1350210970464134,162.1500804495983,44.0446291116402,6.2968182856118124
2017-05-18 00:01:23,1.1649029982363315,0.228310502283105,1.168103448275862,1.2608695652173914,1.0866141732283465,133.63145070589087,43.489736056956524,6.50267177968504
2017-05-19 00:00:31,1.1210025929127052,0.24842105263157896,1.1011730205278591,1.1784037558685445,1.1259541984732824,117.28663701973618,46.82734608699531,6.236287826717553
2017-05-20 00:00:30,1.1515934539190353,0.24945770065075923,1.1428571428571428,1.2421052631578948,1.1107011070110702,166.5576372746715,56.889684414157905,6.460740067269375
2017-05-21 00:00:03,1.2019147084421236,0.2545045045045045,1.2156028368794327,1.2324324324324325,1.1428571428571428,186.90652276347507,51.23470415302705,6.676675506640927
2017-05-22 00:00:12,1.28125,0.24413145539906103,1.276657060518732,1.3837837837837839,1.2157676348547717,227.97209807645493,46.64697193470272,6.3772265336099565
2017-05-23 00:02:27,1.2054915854738706,0.2870159453302961,1.181159420289855,1.383419689119171,1.1341463414634145,211.16750455028972,52.6649541915544,7.1850930182926875
2017-05-24 00:00:26,1.2351900972590628,0.24489795918367346,1.2202898550724637,1.4120879120879122,1.1505791505791505,213.78213149997114,54.46346668445057,7.3353998396911155
2017-05-25 00:00:44,1.2417677642980935,0.2620545073375262,1.2422451994091581,1.309278350515464,1.1943462897526502,198.74257423807978,58.95420372448453,6.816731881060073
2017-05-26 00:05:29,1.2036713286713288,0.21238938053097345,1.2023121387283238,1.3315508021390374,1.1169811320754717,172.92215179572258,60.40310783326197,7.30654506554717
2017-05-27 00:01:02,1.1734875444839858,0.1813953488372093,1.1657060518731988,1.190217391304348,1.1829268292682926,201.67745915100878,65.61426599010872,8.695988140162601
2017-05-28 00:00:11,1.229020979020979,0.19144144144144143,1.2442857142857142,1.3010752688172043,1.1356589147286822,163.79464564231407,57.60589180994622,7.583273572713175
2017-05-29 00:00:15,1.1836909871244634,0.17062634989200864,1.1566951566951567,1.345,1.1330798479087452,199.40078212709386,52.49774377935,8.137201559961982
2017-05-30 00:00:10,1.1320422535211268,0.17410714285714285,1.117732558139535,1.2819148936170213,1.0615384615384615,154.69470446632266,69.24413428627665,8.99425745015385
2017-05-31 00:04:50,1.1600703605980651,0.1812227074235808,1.150220913107511,1.280612244897959,1.0954198473282444,181.38574597896914,58.25241558836734,8.634263416412214
2017-06-01 00:08:55,1.1607773851590106,0.14601769911504425,1.1764705882352942,1.2087912087912087,1.0888888888888888,192.63947496388238,70.70127092576924,8.201224379444442
2017-06-02 00:01:41,1.1517055655296229,0.1905829596412556,1.157185628742515,1.1783783783783783,1.1187739463601531,187.46093328402674,63.58136538805401,8.517071765057466
2017-06-03 00:24:32,1.3024302430243024,0.22737306843267108,1.256838905775076,1.5820895522388059,1.1984126984126984,221.0013243640725,61.38727169686566,9.367648394603172
